http://alfalfalfa.com/	?page={}
http://blog.livedoor.jp/dqnplus/	?p={}
http://blog.livedoor.jp/news23vip/	?p={}
http://blog.livedoor.jp/kinisoku/	?p={}
http://orusoku.com/	?p={}
http://michaelsan.livedoor.biz/	?p={}
http://blog.livedoor.jp/goldennews/	?p={}
http://news4wide.net/	/index-2.html
http://news4wide.net/	/index-2.html
http://burusoku-vip.com/	?p={}
http://twintailsokuhou.blog.jp/	?p={}
http://himasoku.com/	?p={}
http://itaishinja.com/	?p={}
http://workingnews.blog117.fc2.com/	page-{}.html
http://blog.livedoor.jp/nwknews/	?p={}
http://news.2chblog.jp/	?p={}
http://www.vsnp.net/	/index-2.html
http://chaos2ch.com/	?p={}
http://blog.livedoor.jp/booq/	?p={}
http://bipblog.com/	?p={}
http://otanews.livedoor.biz/	?p={}
http://nantuka.blog119.fc2.com/	page-{}.html
http://katuru2ch.blog12.fc2.com/	page-{}.html
http://footballnet.2chblog.jp/	?p={}
http://oryouri.2chblog.jp/	?p={}
http://lifehack2ch.livedoor.biz/	?p={}
http://money-life.doorblog.jp/	?p={}
http://2chcopipe.com/	?p={}
http://blog.livedoor.jp/funs/	?p={}
http://channelz.blog118.fc2.com/	page-{}.html
http://hunter31.blog.fc2.com/	page-{}.html
http://i2chmeijin.blog.fc2.com/	page-{}.html
http://blog.livedoor.jp/hisabisaniwarota/	page/{}
http://www.mudainodocument.com/	?page={}
http://blog.livedoor.jp/karukan123/	?p={}
http://blog.livedoor.jp/seiyufan/	?p={}
http://blog.livedoor.jp/rbkyn844/	?p={}
http://www.gurum.biz/	page/{}
http://www.negisoku.com/	?p={}
http://saralymangame.blog98.fc2.com/	page-{}.html
http://tozanchannel.blog.jp/	?p={}
http://outdoormatome.com	?p={}
http://world-fusigi.net/	?p={}
http://blog.livedoor.jp/bluejay01-review/	?p={}
http://blog.livedoor.jp/waruneko00326-002/	?p={}
http://blog.livedoor.jp/itsoku/	?p={}
http://rikeinews.blog.jp/	?p={}
http://blog.livedoor.jp/foufif/	?p={}
http://kurumachannel.com/	?p={}
http://shitsumonaru.com	/page/{}
http://gfoodd.com	/page/{}
http://usi32.com/	?p={}
